ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time,price_log
211,Koramangala,Bangalore,Tandoor Hut,300.0,4.4,100.0,"Biryani,Chinese,North Indian,South Indian",5Th Block,59,5.703782474656201
221,Koramangala,Bangalore,Tunday Kababi,300.0,4.1,100.0,"Mughlai,Lucknowi",5Th Block,56,5.703782474656201
246,Jogupalya,Bangalore,Kim Lee,650.0,4.4,100.0,Chinese,Double Road,50,6.476972362889683
248,Indiranagar,Bangalore,New Punjabi Hotel,250.0,3.9,500.0,"North Indian,Punjabi,Tandoor,Chinese",80 Feet Road,57,5.521460917862246
249,Indiranagar,Bangalore,Nh8,350.0,4.0,50.0,"Rajasthani,Gujarati,North Indian,Snacks,Desserts,Beverages,Thalis,Chaat",80 Feet Road,63,5.857933154483459
254,Indiranagar,Bangalore,Treat,800.0,4.5,100.0,"Mughlai,North Indian",100 Feet Road,56,6.684611727667927
258,Indiranagar,Bangalore,Chinita Real Mexican Food,1000.0,4.5,500.0,"Mexican,Beverages,Salads",Double Road,53,6.907755278982137
263,Koramangala,Bangalore,Cupcake Noggins - Cakespastries And Desserts,150.0,4.3,100.0,"Desserts,British,Bakery,Pizzas,Snacks",4Th Block,57,5.0106352940962555
267,Domlur,Bangalore,Tea Brew,350.0,4.1,100.0,"American,Italian,Beverages,Continental,Chinese,Pastas,Pizzas,Fast Food",Double Road,57,5.857933154483459
308,Koramangala,Bangalore,Bangaliana,300.0,4.0,500.0,Bengali,7Th Block,57,5.703782474656201
435,Koramangala,Bangalore,Bamey'S Restro Cafe,400.0,4.4,100.0,"Chinese,Thai,Nepalese",5Th Block,56,5.991464547107982
446,Cooke Town,Bangalore,Altaf'S Chillies Restaurants,250.0,4.3,500.0,"North Indian,Chinese",Cooke Town,55,5.521460917862246
453,Pulikeshi Nagar,Bangalore,Chichabas Taj,532.0,4.2,100.0,"Mughlai,North Indian,Biryani",Mm Road,54,6.2766434893416445
464,Sivanchetti Gardens,Bangalore,Urban Solace,500.0,2.9,80.0,"American,Continental",Ulsoor Lake,48,6.214608098422191
504,Kodihalli,Bangalore,Kaati Zone Rolls & Wraps,150.0,4.3,100.0,"Fast Food,Beverages,Bengali,Biryani,Indian,North Indian,Snacks,Street Food",Domlur Layout,59,5.0106352940962555
604,Koramangala,Bangalore,Aalishan Restaurant & Caterer,290.0,4.3,100.0,"Mughlai,North Indian",7Th Block,52,5.66988092298052
608,Domlur,Bangalore,Kerala Pavilion,300.0,4.1,100.0,"Kerala,Seafood",Domlur Layout,55,5.703782474656201
621,Indiranagar,Bangalore,Kitchen Of Joy,250.0,4.4,100.0,"Bengali,Fast Food,Chinese",Domlur,55,5.521460917862246
1050,Jayanagar,Bangalore,Nagarjuna Chimney,800.0,4.2,1000.0,"Seafood,Andhra,Biryani,South Indian,Combo,Desserts,Beverages",3Rd Block,48,6.684611727667927
1299,Film Nagar,Hyderabad,So. The Sky Kitchen,800.0,2.9,80.0,"Mughlai,North Indian,Chinese,Thai,Asian",Near Apollo Health City Gate,90,6.684611727667927
1304,Indiranagar,Bangalore,Esplanade,1200.0,4.3,100.0,"Mughlai,Bengali",I Indirangar,54,7.090076835776092
1457,Banashankari,Bangalore,Hotel New Karavali,250.0,3.8,100.0,"North Indian,Chinese,South Indian",Bsk 1St Stage,53,5.521460917862246
1547,Masab Tank,Hyderabad,Dine Hill,400.0,4.1,500.0,"Arabian,Biryani,North Indian,Chinese",Ahmed Nagar,49,5.991464547107982
1590,Banjara Hills,Hyderabad,Sarvi Restaurant,400.0,4.1,5000.0,"Biryani,Tandoor,Chinese,Indian,Desserts,Kebabs,Mughlai",Road 11,56,5.991464547107982
1593,Banjara Hills,Hyderabad,Sarvi Bakery,250.0,4.1,100.0,"Desserts,Fast Food,Bakery",Opposite Care Hospital Road 11 Banjara Hills,58,5.521460917862246
1609,Andheri East,Mumbai,Kung Fu Panda,600.0,4.3,100.0,Chinese  Thai  Asian,Marol,58,6.396929655216146
1617,Powai,Mumbai,Kosho,300.0,4.2,100.0,"Mughlai,North Indian,Chinese,Seafood,Italian",Chandivali,56,5.703782474656201
1844,Punjagutta,Hyderabad,Chinese Pavilion,850.0,4.3,500.0,"Chinese,Seafood",Nagarjuna Circle,64,6.745236349484362
1848,Banjara Hills,Hyderabad,Chef Inam'S Steak House,1200.0,4.2,100.0,"Steakhouse,American",Sri Ram Nagar Colony Banjara Hills,69,7.090076835776092
1874,Indiranagar,Bangalore,Mamagoto,900.0,4.2,100.0,"Chinese,Asian,Pan-Asian,Thai,Oriental",Mamagoto,59,6.802394763324311
1884,Powai,Mumbai,Hakka Express,300.0,4.0,100.0,"Chinese,Asian,Thai",Narayan Plaza,48,5.703782474656201
2008,Indiranagar,Bangalore,The Brekkie Shop - All Day Menu,200.0,4.3,500.0,"British,Italian,Indian,Chinese,South Indian,North Indian,Desserts",1St Stage,57,5.298317366548036
2042,Aundh,Pune,Juice Destination,200.0,4.2,500.0,"Thalis,North Indian,Punjabi,Beverages",Iti Road Aundh,60,5.298317366548036
2047,Aundh,Pune,Hyderabadi Spice,400.0,4.2,1000.0,"Biryani,Mughlai,North Indian,Chinese",Parihar Chowk,58,5.991464547107982
2102,Aundh,Pune,Cafe Peterdonuts,400.0,4.1,50.0,"Continental,Desserts",Gaikwad Nagar,71,5.991464547107982
2250,Baner,Pune,Karolbaug,750.0,4.1,50.0,"Mughlai,North Indian,Chinese,Biryani",Sakal Nagar,72,6.620073206530356
2312,Powai Area,Mumbai,The Punjabi'S Kitchen,500.0,4.4,500.0,North Indian,Guru Hargobindji Marg  Andheri East,65,6.214608098422191
2344,Ramgopalpet,Hyderabad,Aangan - Yatri Nivas,500.0,4.1,100.0,North Indian  South Indian,S P Road,66,6.214608098422191
2348,Kalasiguda,Hyderabad,Bluefox,800.0,4.2,1000.0,Biryani  North Indian  Chinese  Tandoor,Sd Road,68,6.684611727667927
2516,Aundh,Pune,Taaareef,1100.0,4.4,100.0,"Mughlai,North Indian,Seafood,Biryani",Iti Road,67,7.003065458786462
2770,Kalasiguda,Hyderabad,Flavours Of Taj Mahal Hotel,300.0,4.2,1000.0,North Indian  Chinese  Desserts  Continental  South Indian,Sd Road,57,5.703782474656201
2776,Adarsh Nagar,Hyderabad,Ohri'S Eatmor,600.0,4.2,500.0,"Ice Cream,Beverages,Desserts,Chaat,Italian",New Mla Quarters,37,6.396929655216146
2777,Adarsh Nagar,Hyderabad,Ohri'S Ming'S Court,500.0,4.0,1000.0,Chinese,New Mla Quarters,39,6.214608098422191
2795,Himayatnagar,Hyderabad,Minerva Coffee Shop,500.0,,1000.0,"South Indian,North Indian,Chinese",Himayath Nagar Road,30,6.214608098422191
2796,Himayatnagar,Hyderabad,Bluefox,800.0,4.1,1000.0,"Biryani,North Indian,Chinese,Tandoor",Himayath Nagar Road,36,6.684611727667927
2811,Ashok Nagar,Bangalore,Art Of Delight,250.0,4.6,100.0,"Ice Cream,Desserts,Beverages",Residency Road,34,5.521460917862246
2820,Commercial Street,Bangalore,Khan Saheb Grills And Rolls,300.0,4.3,50.0,"Tandoor,Mughlai,North Indian,Kebabs",Kamaraj Road,39,5.703782474656201
2824,Richmond Town,Bangalore,Fanoos,300.0,4.2,500.0,"Biryani,Tandoor,Kebabs,Barbecue,Fast Food",Hosur Road,33,5.703782474656201
2827,Richmond Town,Bangalore,In Wok,500.0,4.3,100.0,Chinese,Richmond,44,6.214608098422191
2832,Ashok Nagar,Bangalore,Lakeview Milkbar,450.0,4.1,100.0,"Desserts,Ice Cream,Bakery,Fast Food",Mg Road,31,6.1092475827643655
2839,Ashok Nagar,Bangalore,C Sharp Kitchen,300.0,2.9,80.0,"Chinese,Continental,Fast Food",Church Street,33,5.703782474656201
2840,Ashok Nagar,Bangalore,Roomali,1000.0,4.4,100.0,"North Indian,Indian",Church Street,35,6.907755278982137
2843,Ashok Nagar,Bangalore,Tadka Singh,300.0,4.2,100.0,"Punjabi,North Indian",Church Street,38,5.703782474656201
2914,Ashok Nagar,Bangalore,Bheemas,550.0,,100.0,Andhra,Church Street,31,6.309918278226516
2915,Vasanth Nagar,Bangalore,Watson'S,450.0,2.9,80.0,Fast Food,1St Main Road,53,6.1092475827643655
2964,Andheri East,Mumbai,Sai Leela,500.0,4.2,20.0,"Mughlai,North Indian,Chinese,Seafood",Andheri East,63,6.214608098422191
3007,Bhowanipore,Kolkata,Tandoori Darbar,500.0,4.4,100.0,"North Indian,Chinese,Tandoor,Biryani,Beverages,Desserts",Hazra Road,71,6.214608098422191
3010,Ballygunge,Kolkata,Ballygunge Dhaba,500.0,4.3,500.0,"North Indian,Biryani,Chinese",Ballygunge,59,6.214608098422191
3018,Gariahat,Kolkata,Tero Parbon,500.0,4.3,100.0,Bengali,Purna Das Road Hindustan Park,72,6.214608098422191
3020,Ballygunge,Kolkata,Wise Owl The Coffee Shop,700.0,4.3,100.0,"Continental,American,Cafe",Purnadas Road,76,6.551080335043404
3022,Gariahat,Kolkata,Aminia Restaurant- Golpark,500.0,4.3,1000.0,"Biryani,Mughlai,North Indian,Indian,Kebabs,Tandoor",Ballygunge Gardens,67,6.214608098422191
3025,Gariahat,Kolkata,Bedouin - Sher E Bengal,500.0,2.9,80.0,"North Indian,Chinese,Bengali",Gariahat Road Gariahat,70,6.214608098422191
3031,Ballygunge,Kolkata,Sharma Dhaba,300.0,4.2,1000.0,North Indian  Fast Food  Tandoor  Biryani  Kebabs  Snacks  Chinese,Ballygunge Circular Road  Ballygunge Maidan Camp  Ballygunge,54,5.703782474656201
3063,Indiranagar,Bangalore,Kund Indian Barbeque,200.0,4.2,100.0,"Mughlai,North Indian,Biryani,Kebabs,Desserts",1St Stage,58,5.298317366548036
3071,Bhowanipore,Kolkata,Jai Hind Dhaba,500.0,4.3,1000.0,"North Indian,Indian,Tandoor,Kebabs,Punjabi,Home Food,Chinese",Sarat Bose Road Paddapukur,60,6.214608098422191
3074,Kalighat,Kolkata,Tamarind,1100.0,4.4,100.0,"North Indian,South Indian",Sarat Bose Road Desapriya Park,73,7.003065458786462
3207,Pulikeshi Nagar,Bangalore,Pathaan Sir,300.0,4.2,100.0,Fast Food,Coles Road,47,5.703782474656201
3265,Indiranagar,Bangalore,Chaipatty,200.0,3.9,50.0,"Fast Food,Beverages,Pizzas,Street Food,Snacks",Hanumanthanagar,56,5.298317366548036
3279,Powai Area,Mumbai,5 Spice,1100.0,4.2,500.0,"Chinese,Desserts",Powai Area,53,7.003065458786462
3324,Punjagutta,Hyderabad,Srikanya,250.0,4.1,1000.0,"Andhra,Seafood",Punjagutta Road,56,5.521460917862246
3326,Sion,Mumbai,Cafe Vrindavan,500.0,4.3,100.0,"North Indian,Chinese,South Indian",Sion Station,42,6.214608098422191
3329,Mumbai,Mumbai,Ramdeo,450.0,4.0,500.0,"North Indian,Chinese,South Indian,Fast Food",Sion Station,44,6.1092475827643655
3331,Mumbai,Mumbai,Shabari,400.0,3.9,100.0,"North Indian,South Indian,Fast Food",Sion West,48,5.991464547107982
3332,Rajajinagar,Bangalore,The Purple Pan,400.0,4.1,1000.0,"Mughlai,North Indian,Chinese,Arabian",Dr. Rajkumar Road,56,5.991464547107982
3350,Pulikeshi Nagar,Bangalore,Moriz Nano,500.0,2.9,80.0,"North Indian,Chinese,Biryani,Seafood",Lakeview,50,6.214608098422191
3369,Ashok Nagar,Bangalore,Truffles,450.0,4.5,1000.0,"American,Desserts,Continental,Italian",St. Marks Road,29,6.1092475827643655
3439,Golpark,Kolkata,The Grub Club,400.0,4.3,1000.0,"Italian,Chinese,Thai",Golpark,69,5.991464547107982
3454,Koramangala,Bangalore,Lazeez,500.0,4.2,500.0,"North Indian,Mughlai",5Th Block,55,6.214608098422191
3531,Shivajinagar,Pune,Marrakesh,300.0,4.0,100.0,"Lebanese,North Indian,Afghani,Mughlai,Combo,Biryani,Kebabs,Mediterranean,Arabian,Middle Eastern,Desserts",Fc Road,46,5.703782474656201
3549,Banjara Hills,Hyderabad,Keshav Reddy Sweets,150.0,4.2,500.0,"Sweets,Bakery,Desserts,Fast Food,Street Food,Chaat",Road No 2,65,5.0106352940962555
3813,Gariahat,Kolkata,Kimli,600.0,4.4,100.0,"Chinese,Seafood",Purnadas Road,69,6.396929655216146
3830,Koregaon Park,Pune,Prem'S,1200.0,4.2,100.0,"North Indian,Chinese,Continental,Asian,Desserts,Beverages",Koregaon Park,53,7.090076835776092
3835,Deccan Gymkhana,Pune,The Chocolate Room,450.0,2.9,80.0,"Desserts,Continental,Fast Food",Fc Road,39,6.1092475827643655
3855,Koregaon Park,Pune,Uncle'S Chinese,350.0,4.1,1000.0,"Chinese,Thai,Malaysian",Koregaon Park,55,5.857933154483459
3889,Jayanagar,Bangalore,House Of Kebab'S,500.0,3.7,50.0,"North Indian,Chinese,Biryani",Rv Road,51,6.214608098422191
3914,Karkhana,Hyderabad,Oh So Stoned,300.0,3.9,100.0,Ice Cream  Desserts,Vikrampuri Colony,68,5.703782474656201
4051,Kothrud,Pune,Zest Cafe Bar,250.0,4.2,20.0,"Chinese,Fast Food",Ideal Chambers  Kothrud,57,5.521460917862246
4064,Koregaon Park,Pune,Seven - Shawarma And Burgers,250.0,3.9,100.0,"Lebanese,Fast Food,Snacks,Arabian",Koregaon Park,51,5.521460917862246
4086,Kothrud,Pune,Rushhrs,250.0,4.3,100.0,"Salads,Healthy Food",Karishma Housing Society,46,5.521460917862246
4087,Erandwane,Pune,Aroma'S Hyderabad House - Karve Road,400.0,4.2,500.0,"Biryani,Mughlai,North Indian,Chinese",Karve Road,35,5.991464547107982
4138,Koti,Hyderabad,Grand Hotel,300.0,4.1,10000.0,"Biryani,Tandoor,Chinese,Indian,Kebabs,Desserts",Abids Road,24,5.703782474656201
4188,Dilsukhnagar,Hyderabad,Tipsy Topsy,250.0,3.7,500.0,Chinese  Italian  Desserts  Bakery  Fast Food,Dilsukhnagar Main Road,39,5.521460917862246
4248,Nagole,Hyderabad,Hotel Swagath Grand - Dhanturi Group Of Hotels,300.0,3.9,1000.0,"Biryani,Chinese,South Indian,North Indian,Tandoor",Alkapuri X Roads,67,5.703782474656201
4252,Chandrapuri Colony,Hyderabad,Hotel Sitara Grand - Dhanturi Group Of Hotels,300.0,3.8,1000.0,"Biryani,Chinese,South Indian,North Indian,Tandoor",L B Nagar,70,5.703782474656201
4256,Kothapet,Hyderabad,Nakshatra Inn Multi Cuisine Restaurant,300.0,3.8,100.0,"Biryani,Chinese,North Indian,South Indian",Lakshmi Nagar Colony,52,5.703782474656201
4320,Narayanguda,Hyderabad,Mehfil,300.0,3.9,10000.0,"Biryani,Tandoor,Chinese,Indian,Kebabs,Desserts",Narayanguda,25,5.703782474656201
4338,Fc Road,Pune,The Burger Barn Cafe,300.0,4.1,100.0,"American,Fast Food",Ghole Road,46,5.703782474656201
4429,Park Street Area,Kolkata,Sip & Sandwich,300.0,2.9,80.0,Pastas  Beverages  Fast Food,Park Street,60,5.703782474656201
4430,Beniapukur,Kolkata,Shiraz Golden Restaurant,500.0,4.4,1000.0,"Biryani,Mughlai,North Indian,Indian,Kebabs,Tandoor",Park Street,52,6.214608098422191
4484,Park Street Area,Kolkata,Mocambo,1500.0,4.4,1000.0,"North Indian,Biryani,Continental,Italian",Park Street,62,7.313220387090301
4558,Bidhannagar,Kolkata,The Scoop,400.0,4.1,100.0,"North Indian,Chinese,South Indian,Fast Food",Sector 1,70,5.991464547107982
4565,Bidhannagar,Kolkata,Kaafila,1600.0,3.9,50.0,"Mughlai,North Indian",Sector 1,71,7.3777589082278725
4587,Bidhannagar,Kolkata,Ranjan'S,200.0,4.2,100.0,"North Indian,Chinese",Sector 3,56,5.298317366548036
4599,Bidhannagar,Kolkata,Balle Balle Dhaba,500.0,4.1,1000.0,"North Indian,Punjabi,Biryani",Sector 1,59,6.214608098422191
4600,Bidhannagar,Kolkata,Le Coffee Creme,600.0,3.9,50.0,"Combo,Chinese,Continental,Italian,Fast Food,Mexican",Sector 1,68,6.396929655216146
4614,Himayatnagar,Hyderabad,Crystal Restaurant,350.0,3.9,1000.0,"Biryani,North Indian,Chinese",Rtc X Roads,34,5.857933154483459
4650,New Nallakunta,Hyderabad,Bawarchi,300.0,3.9,10000.0,"Biryani,Tandoor,Chinese,Indian,Desserts,Kebabs,Mughlai",Rtc X Roads,27,5.703782474656201
4739,Sivanchetti Gardens,Bangalore,The Grill House - Steaks & Sizzlers,1100.0,4.2,100.0,"American,Steakhouse,Italian,Mexican,Continental,Mediterranean,Desserts,Grill,Salads,Pastas,Pizzas,Lebanese",Kensington Point,52,7.003065458786462
4774,Adikmet,Hyderabad,Us Pizza,200.0,3.2,20.0,"Italian,Pizzas,Fast Food,Beverages,Desserts",O.U Road,48,5.298317366548036
4776,Amberpet,Hyderabad,Surabhi Grand,300.0,4.0,500.0,"Mughlai,North Indian,Chinese,Seafood",Tilaknagar,45,5.703782474656201
4781,Himayatnagar,Hyderabad,Bluedragon By Mandilicious,300.0,4.2,20.0,Chinese,Himayathnagar,34,5.703782474656201
4783,Adikmet,Hyderabad,Frosty Den,200.0,2.2,20.0,"Ice Cream,Pizzas,Fast Food,Beverages,Desserts",O.U Road,43,5.298317366548036
4810,Banjara Hills,Hyderabad,Sitara Grand - Nizami Pakwaan,300.0,3.6,100.0,"Biryani,Chinese,South Indian,North Indian,Tandoor",Road No 12,62,5.703782474656201
4841,Karve Nagar,Pune,Cheesiano Pizza,500.0,3.9,100.0,"Italian,Pizzas,Fast Food",Karvenagar,52,6.214608098422191
4853,Domlur,Bangalore,Venus Biryani,200.0,4.1,500.0,Biryani,3Rd Cross,49,5.298317366548036
4956,Andheri East,Mumbai,Rj Spice,450.0,4.1,20.0,Chinese  Thai  Fast Food,Jb Nagar  Andheri East,55,6.1092475827643655
5107,Agarkar Nagar,Pune,Blue Nile,1000.0,4.2,1000.0,"Biryani,Mughlai,Tandoor,Chinese,Desserts,Ice Cream,Beverages",Bund Garden Road,31,6.907755278982137
5119,Koregaon Park,Pune,Arthur'S Theme,800.0,4.3,100.0,"Italian,European",Lane No 6 Opp Cosmos Bank Kp,56,6.684611727667927
5120,Mundhwa,Pune,Carnival Restaurant & Bar,1000.0,4.2,100.0,"North Indian,Chinese,Seafood,Continental",Mundhwa Road Kp,64,6.907755278982137
5139,Shivajinagar,Pune,Smokin' Joe'S,400.0,4.0,50.0,"American,Fast Food",Jm Road,35,5.991464547107982
5150,Mohammed Wadi,Pune,Chai - The Way You Like It,250.0,4.0,50.0,Fast Food,Salunkhe Vihar Road,73,5.521460917862246
5157,Shivajinagar,Pune,Mainland China,850.0,4.4,100.0,"Chinese,Oriental,Thai,Pan-Asian,Seafood,Asian,Desserts",Pyramid Mall,53,6.745236349484362
5172,Bandra Area,Mumbai,Theobroma,800.0,4.7,500.0,"Desserts,Bakery,Beverages",Bandra Area,40,6.684611727667927
5208,Paschim Vihar,Delhi,Deli 63,400.0,2.9,80.0,"Street Food,Fast Food",Punjabi Bagh,60,5.991464547107982
5221,Malleshwaram,Bangalore,Food Paradise,326.0,3.9,100.0,"Mughlai,North Indian,Chinese,Fast Food",Malleshwaram,53,5.786897381366708
5247,Ashok Nagar,Bangalore,Corner House Ice Cream,250.0,4.7,1000.0,"Ice Cream,Desserts",Residency Road,31,5.521460917862246
5251,Kalighat,Kolkata,Bachan'S Dhaba,250.0,4.3,5000.0,"North Indian,Chinese",Near Kalighat Metro Rash Behari Avenue,61,5.521460917862246
5255,Ballygunge,Kolkata,Mainland China,850.0,4.5,100.0,"Chinese,Oriental,Thai,Pan-Asian,Seafood,Asian,Desserts",Ballygunge,64,6.745236349484362
5285,Lakdikapul,Hyderabad,Chicha'S,200.0,,500.0,"Biryani,Hyderabadi,Indian,Street Food",P & T Officers Colony,40,5.298317366548036
5297,Deccan Gymkhana,Pune,Le Plaisir,1000.0,4.5,500.0,"Italian,Continental,European,Desserts",Prabhat Road Deccan,40,6.907755278982137
5370,Deccan Gymkhana,Pune,Cafe Goodluck,200.0,4.4,100.0,"North Indian,Fast Food,Biryani,Cafe,Snacks,Beverages,Bakery",Shivajinagar,35,5.298317366548036
5408,Camp,Pune,George Restaurant,600.0,4.3,1000.0,"North Indian,Chinese,Biryani,Mughlai,Parsi,Fast Food",East Street,33,6.396929655216146
5496,Camp,Pune,Marzorin,200.0,4.4,1000.0,"Fast Food,Bakery,Beverages,Snacks,Desserts",Mg Road,33,5.298317366548036
5504,Antop Hill,Mumbai,Monica Chinese Fast Food,350.0,3.9,50.0,Chinese,Antop Hill,57,5.857933154483459
5538,Kothapet,Hyderabad,Kinara Grand,750.0,3.9,1000.0,"North Indian,Chinese,Biryani",Ashta Laxmi Temple,58,6.620073206530356
5549,New Tippasandra,Bangalore,Dal Roti Sabji,150.0,4.5,100.0,North Indian,80Ft Road,54,5.0106352940962555
5573,Ashok Nagar,Bangalore,Mainland China,850.0,4.3,100.0,"Chinese,Oriental,Thai,Pan-Asian,Seafood,Asian,Desserts",Church Street,40,6.745236349484362
5582,Vasanth Nagar,Bangalore,Shezan,600.0,4.3,100.0,"North Indian,Chinese,Continental,Mughlai",Cunnigham Road,44,6.396929655216146
5596,Vasanth Nagar,Bangalore,Dolci Desserts,600.0,4.5,50.0,"Desserts,Pastas",Cunnigham Road,40,6.396929655216146
5624,Deccan Gymkhana,Pune,Subway,350.0,4.4,100.0,"Fast Food,Healthy Food,Salads,Snacks,Desserts,Beverages",Fc Road,35,5.857933154483459
5691,Bandra Area,Mumbai,Smoke House Deli,600.0,4.4,100.0,"European,Italian,American,Pastas,Salads,Juices,Desserts,Combo",Bandra Area,48,6.396929655216146
5743,Bhawani Peth,Pune,Madinah,200.0,4.0,500.0,"Mughlai,North Indian,Chinese,Biryani",Poona College,34,5.298317366548036
5802,Bidhannagar,Kolkata,First Innings - The Stadel Hotel,800.0,4.5,20.0,"North Indian,Chinese,Continental",Sector 3,69,6.684611727667927
5862,Basheer Bagh,Hyderabad,Meghacity,500.0,4.4,1000.0,"North Indian,Chinese",Basheerbagh X Road,32,6.214608098422191
5878,Kalyani Nagar,Pune,Salad Grills,300.0,4.3,100.0,"Healthy Food,Salads,Fast Food,Continental,North Indian,Chinese",Hermes Parai,63,5.703782474656201
5882,Ashok Nagar,Bangalore,Oh! Calcutta,800.0,4.3,100.0,Bengali,Church Street,36,6.684611727667927
5893,Shankarapura,Bangalore,Polar Bear,300.0,4.5,100.0,"Desserts,Fast Food",Vv Puram,38,5.703782474656201
5908,Vasanth Nagar,Bangalore,Miller'S 46,1100.0,4.4,100.0,"Steakhouse,American,Continental",Cunnigham Road,47,7.003065458786462
5916,Sivanchetti Gardens,Bangalore,Carnival De Goa,500.0,4.1,100.0,"Goan,Mangalorean,Kerala,South Indian,Seafood,Coastal,Continental",Kensington Point,48,6.214608098422191
5989,Elgin,Kolkata,The Rouge,400.0,4.4,50.0,Desserts  Bakery,Near Bishop'S College  Kolkata,51,5.991464547107982
5994,Bidhannagar,Kolkata,The Darjeeling,500.0,4.0,100.0,"Chinese,Nepalese,Tibetan",Near City Centre 1,73,6.214608098422191
6075,Paschim Vihar,Delhi,London Grill Co,500.0,4.0,1000.0,"American,Healthy Food,Fast Food,Continental,Salads,Beverages,Desserts",Paschim Vihar,50,6.214608098422191
6328,Mumbai,Mumbai,Mughal Fusions,300.0,3.9,100.0,"Mughlai,North Indian,Chinese,Seafood",Lbs Marg,38,5.703782474656201
6329,Kurla West,Mumbai,Mughal Darbaar,300.0,3.7,500.0,"Mughlai,North Indian,Chinese,Seafood",Lbs Marg,40,5.703782474656201
6332,Saki Naka,Mumbai,Naaz Hotel,750.0,4.1,500.0,"Mughlai,North Indian,Chinese",Kurla West,39,6.620073206530356
6345,Teynampet,Chennai,Amaravathi,650.0,4.2,100.0,"Indian,Chinese,Andhra,Tandoor",Cathedral Road,53,6.476972362889683
6358,Nandanam,Chennai,Eatalica,500.0,4.5,100.0,"Italian,American",Ra Puram,69,6.214608098422191
6493,Rajajinagar,Bangalore,Kudla Beach,400.0,3.9,20.0,"North Indian,Chinese,Seafood,South Indian",Dr. Rajkumar Road,59,5.991464547107982
6518,Langford Gardens,Bangalore,Rolls Kitchen,200.0,4.4,500.0,Fast Food,Shanthi Nagar,35,5.298317366548036
6577,Punjagutta,Hyderabad,Zyqa Restaurant,200.0,4.0,500.0,"North Indian,Biryani,Chinese",Punjagutta,55,5.298317366548036
6585,Himayatnagar,Hyderabad,Sahara Bakers,200.0,3.8,500.0,"Bakery,Pizzas",Chikadpally,34,5.298317366548036
6663,Kurla West,Mumbai,Mughal Dhaba,500.0,4.0,20.0,"Mughlai,North Indian,Chinese",Lbs Marg Kurla West,36,6.214608098422191
6723,Deccan Gymkhana,Pune,Spring Onion,500.0,4.3,100.0,"Chinese,Thai,Pan-Asian,Seafood",Bhandarkar Road,39,6.214608098422191
6745,Koti,Hyderabad,Tibbs Frankie,150.0,4.3,100.0,Snacks,Hanuman Tekdi Road,29,5.0106352940962555
6775,Kalighat,Kolkata,Petuk,350.0,4.0,20.0,"Mughlai,Chinese,Fast Food",Near Sujata Sadan Theater Hazra,70,5.857933154483459
6850,Malleshwaram,Bangalore,Shanthi Sagar Grand,200.0,4.0,100.0,"North Indian,South Indian,Fast Food",Sampige Road,57,5.298317366548036
6851,Abids,Hyderabad,Agrawala Sweets,250.0,4.3,100.0,"Sweets,Fast Food",Jn Road,27,5.521460917862246
6917,Powai,Mumbai,Eagle Boys Pizza,600.0,3.7,100.0,Pizzas  Fast Food,Chandivali,56,6.396929655216146
6924,Richmond Town,Bangalore,Freshmenu,250.0,4.1,1000.0,"Chinese,Continental,Italian,Mediterranean,Thai,Lebanese,American,Asian,Beverages,Bakery,Biryani,Desserts,Mexican,North Indian,Salads,Pizzas",Aga Abdullah Street,38,5.521460917862246
7002,Himayatnagar,Hyderabad,Angaara,250.0,,100.0,"Indian,Chinese,Tandoor",Street 4,33,5.521460917862246
7029,Santacruz East,Mumbai,Golden Wave Restaurant,1000.0,2.9,80.0,"North Indian,Chinese,Continental",Santacruz East,56,6.907755278982137
7199,Bidhannagar,Kolkata,Afraa Deli-Sector 1,700.0,4.3,50.0,"Continental,Fast Food,Italian,Beverages",Sector 1,67,6.551080335043404
7204,Bidhannagar,Kolkata, Conclave At Afraa,850.0,3.9,50.0,"Italian,Indian,Continental",Salt Lake City Centre,75,6.745236349484362
7341,Ashok Nagar,Bangalore,Shiro,1400.0,4.4,100.0,"Japanese,Asian",Vittal Mallya Road,44,7.24422751560335
7412,Khairtabad,Hyderabad,Paradise Biryani,400.0,3.9,100.0,Biryani  North Indian  Chinese,Imax Road,48,5.991464547107982
7415,Aundh,Pune,Delhi Kitchen,300.0,4.0,100.0,"Tandoor,North Indian,Biryani,Beverages,Desserts",Dp Road,69,5.703782474656201
7626,Vishnu Garden,Delhi,Sethi Restaurant,300.0,4.0,1000.0,North Indian,Pacific Mall,63,5.703782474656201
7674,Beleghata,Kolkata,Mama Mia! - Italian Ice Creams,200.0,4.7,100.0,Ice Cream Cakes  Desserts  Bakery  Sweets  Beverages,Beleghata,34,5.298317366548036
7689,Lake Town,Kolkata,Buddha Bites-Jessore Road,300.0,3.7,1000.0,"Chinese,Asian,Fast Food,Snacks,Tibetan",Jessore Road,74,5.703782474656201
7776,Gopalapuram,Chennai,The Kati Roll Shop,250.0,4.3,1000.0,Street Food,Cathedral Road,52,5.521460917862246
7784,Powai Area,Mumbai,Asia Kitchen By Mainland China,850.0,4.3,100.0,"Asian,Chinese,Oriental",Powai Area,55,6.745236349484362
7826,Alwarpet,Chennai,Benjarong,1500.0,4.6,100.0,Thai,Ttk Road,68,7.313220387090301
7828,Mylapore,Chennai,Kaaraikudi,500.0,3.6,100.0,Chettinad,Dr Radhakrishnan Salai,57,6.214608098422191
